"","run_date","experiment","start_time","culture","diet","tube","minute","second","time","rank","ct_max","ramp_rate","length","sex"
"1",2022-07-01,"one",1899-12-31 13:50:00,"July","starved",1,67,31,65.5166666666667,6,35.4494047619048,0.180594405594397,0.779,"f"
"2",2022-07-01,"one",1899-12-31 13:50:00,"July","starved",2,66,56,64.9333333333333,7,35.3217592592593,0.180944055944049,0.867,"f"
"3",2022-07-01,"one",1899-12-31 13:50:00,"July","starved",3,69,50,67.8333333333333,1,35.8958333333333,0.181293706293696,0.808,"f"
"4",2022-07-01,"one",1899-12-31 13:50:00,"July","rhod",4,64,46,62.7666666666667,10,34.9045138888889,0.190034965034965,0.84,"f"
"5",2022-07-01,"one",1899-12-31 13:50:00,"July","starved",5,66,17,64.2833333333333,8,35.2,0.180944055944049,0.86,"f"
"6",2022-07-01,"one",1899-12-31 13:50:00,"July","tet",6,65,52,63.8666666666667,9,35.1231060606061,0.184265734265731,0.825,"f"
"7",2022-07-01,"one",1899-12-31 13:50:00,"July","rhod",7,69,27,67.45,2,35.84375,0.181293706293696,0.837,"f"
"8",2022-07-01,"one",1899-12-31 13:50:00,"July","rhod",8,69,1,67.0166666666667,3,35.75,0.181293706293696,0.791,"f"
"9",2022-07-01,"one",1899-12-31 13:50:00,"July","starved",9,68,24,66.4,4,35.625,0.180594405594395,0.822,"f"
"10",2022-07-01,"one",1899-12-31 13:50:00,"July","tet",10,67,57,65.95,5,35.5243055555556,0.180594405594397,0.853,"f"
