"","run_date","experiment","start_time","culture","diet","tube","minute","second","time","rank","ct_max","ramp_rate","length","sex"
"1",2022-09-15,"two",1899-12-31 17:00:00,"July","starvation",1,56,34,54.5666666666667,9,33.4479166666667,0.196503496503489,0.759,"fem"
"2",2022-09-15,"two",1899-12-31 17:00:00,"July","starvation",2,36,46,34.7666666666667,10,29.2951388888889,0.22604895104894,0.893,"fem"
"3",2022-09-15,"two",1899-12-31 17:00:00,"July","starvation",3,66,22,64.3666666666667,3,35.265625,0.177097902097895,0.89,"fem"
"4",2022-09-15,"two",1899-12-31 17:00:00,"July","fed",4,62,13,60.2166666666667,8,34.4837962962963,0.192307692307685,0.91,"fem"
"5",2022-09-15,"two",1899-12-31 17:00:00,"July","fed",5,68,40,66.6666666666667,1,35.7083333333333,0.175699300699291,0.879,"fem"
"6",2022-09-15,"two",1899-12-31 17:00:00,"July","fed",6,65,9,63.15,4,35.046875,0.177972027972025,0.861,"fem"
"7",2022-09-15,"two",1899-12-31 17:00:00,"July","fed",7,66,27,64.45,2,35.3020833333333,0.177097902097895,0.867,"fem"
"8",2022-09-15,"two",1899-12-31 17:00:00,"July","fed",8,62,41,60.6833333333333,7,34.5694444444444,0.192307692307685,0.868,"fem"
"9",2022-09-15,"two",1899-12-31 17:00:00,"July","starvation",9,64,9,62.15,6,34.8541666666667,0.183041958041955,0.897,"fem"
"10",2022-09-15,"two",1899-12-31 17:00:00,"July","starvation",10,64,20,62.3333333333333,5,34.8958333333333,0.183041958041955,0.845,"fem"
