"","run_date","experiment","start_time","culture","diet","tube","minute","second","time","rank","ct_max","ramp_rate","length","sex"
"1",2022-07-10,"two",1899-12-31 12:00:00,"July","fed",1,71,0,69,7,34.8151041666667,0.181599650349643,0.869,"f"
"2",2022-07-10,"two",1899-12-31 12:00:00,"July","fed",2,72,57,70.95,3,35.1822916666667,0.182167832167826,0.802,"f"
"3",2022-07-10,"two",1899-12-31 12:00:00,"July","fed",3,73,53,71.8833333333333,2,35.375,0.182167832167825,0.82,"f"
"4",2022-07-10,"two",1899-12-31 12:00:00,"July","fed",4,72,41,70.6833333333333,4,35.1416666666667,0.182167832167826,0.771,"f"
"5",2022-07-10,"two",1899-12-31 12:00:00,"July","fed",5,72,19,70.3166666666667,5,35.0520833333333,0.182167832167826,0.818,"f"
"6",2022-07-10,"two",1899-12-31 12:00:00,"July","fed",6,67,51,65.85,10,34.25,0.191258741258734,0.814,"f"
"7",2022-07-10,"two",1899-12-31 12:00:00,"July","fed",7,71,30,69.5,6,34.9077380952381,0.179195804195796,0.773,"f"
"8",2022-07-10,"two",1899-12-31 12:00:00,"July","fed",8,70,18,68.3,8,34.6898148148148,0.18374125874125,0.812,"f"
"9",2022-07-10,"two",1899-12-31 12:00:00,"July","fed",9,69,48,67.8,9,34.5909090909091,0.184090909090899,0.851,"f"
"10",2022-07-10,"two",1899-12-31 12:00:00,"July","fed",10,76,9,74.15,1,35.8125,0.170104895104892,0.805,"f"
