"","run_date","experiment","start_time","culture","diet","tube","minute","second","time","rank","ct_max","ramp_rate","length","sex"
"1",2022-06-28,"one",1899-12-31 14:20:00,"July","tet",1,78,38,76.6333333333333,1,36.4583333333333,0.182692307692301,0.83,"f"
"2",2022-06-28,"one",1899-12-31 14:20:00,"July","rhod",2,71,45,69.75,10,35.1515151515151,0.177972027972019,0.816,"f"
"3",2022-06-28,"one",1899-12-31 14:20:00,"July","rhod",3,73,55,71.9166666666667,8,35.5625,0.175699300699296,0.81,"f"
"4",2022-06-28,"one",1899-12-31 14:20:00,"July","tet",4,77,58,75.9666666666667,2,36.34375,0.181118881118876,0.839,"f"
"5",2022-06-28,"one",1899-12-31 14:20:00,"July","rhod",5,77,9,75.15,3,36.1944444444444,0.181118881118876,NA,NA
"6",2022-06-28,"one",1899-12-31 14:20:00,"July","rhod",6,72,38,70.6333333333333,9,35.3143939393939,0.183041958041952,0.843,"f"
"7",2022-06-28,"one",1899-12-31 14:20:00,"July","tet",7,76,25,74.4166666666667,4,36.0520833333333,0.185664335664333,0.852,"f"
"8",2022-06-28,"one",1899-12-31 14:20:00,"July","tet",8,75,43,73.7166666666667,5,35.90625,0.181643356643353,0.808,"f"
"9",2022-06-28,"one",1899-12-31 14:20:00,"July","starved",9,75,9,73.15,6,35.8125,0.181643356643353,0.865,"f"
"10",2022-06-28,"one",1899-12-31 14:20:00,"July","starved",10,74,30,72.5,7,35.6796875,0.181468531468528,0.854,"f"
