"run_date","experiment","start_time","culture","diet","tube","minute","second","time","rank","ct_max","ramp_rate","length","sex","run","cumul_day","rep","rep_day"
"2022-09-15","two","1899-12-31 17:00:00","July","starvation",1,56,34,54.5666666666667,9,33.4479166666667,0.196503496503489,0.759,"fem",31,67,4,4
"2022-09-15","two","1899-12-31 17:00:00","July","starvation",2,36,46,34.7666666666667,10,29.2951388888889,0.22604895104894,0.893,"fem",31,67,4,4
"2022-09-15","two","1899-12-31 17:00:00","July","starvation",3,66,22,64.3666666666667,3,35.265625,0.177097902097895,0.89,"fem",31,67,4,4
"2022-09-15","two","1899-12-31 17:00:00","July","fed",4,62,13,60.2166666666667,8,34.4837962962963,0.192307692307685,0.91,"fem",31,67,4,4
"2022-09-15","two","1899-12-31 17:00:00","July","fed",5,68,40,66.6666666666667,1,35.7083333333333,0.175699300699291,0.879,"fem",31,67,4,4
"2022-09-15","two","1899-12-31 17:00:00","July","fed",6,65,9,63.15,4,35.046875,0.177972027972025,0.861,"fem",31,67,4,4
"2022-09-15","two","1899-12-31 17:00:00","July","fed",7,66,27,64.45,2,35.3020833333333,0.177097902097895,0.867,"fem",31,67,4,4
"2022-09-15","two","1899-12-31 17:00:00","July","fed",8,62,41,60.6833333333333,7,34.5694444444444,0.192307692307685,0.868,"fem",31,67,4,4
"2022-09-15","two","1899-12-31 17:00:00","July","starvation",9,64,9,62.15,6,34.8541666666667,0.183041958041955,0.897,"fem",31,67,4,4
"2022-09-15","two","1899-12-31 17:00:00","July","starvation",10,64,20,62.3333333333333,5,34.8958333333333,0.183041958041955,0.845,"fem",31,67,4,4
"2022-09-16","two","1899-12-31 19:00:00","July","starvation",1,60,43,58.7166666666667,6,34.9851190476191,0.197727272727268,0.862,"fem",32,68,4,5
"2022-09-16","two","1899-12-31 19:00:00","July","fed",2,61,15,59.25,4,35.09375,0.193356643356641,0.826,"fem",32,68,4,5
"2022-09-16","two","1899-12-31 19:00:00","July","fed",3,63,3,61.05,1,35.4583333333333,0.179650349650339,0.811,"fem",32,68,4,5
"2022-09-16","two","1899-12-31 19:00:00","July","starvation",4,53,36,51.6,7,33.6365740740741,0.179195804195788,0.87,"fem",32,68,4,5
"2022-09-16","two","1899-12-31 19:00:00","July","starvation",5,19,35,17.5833333333333,10,26.3011363636364,0.227797202797196,0.862,"fem",32,68,4,5
"2022-09-16","two","1899-12-31 19:00:00","July","fed",6,62,41,60.6833333333333,2,35.3888888888889,0.190559440559439,0.874,"fem",32,68,4,5
"2022-09-16","two","1899-12-31 19:00:00","July","fed",7,62,13,60.2166666666667,3,35.2916666666667,0.190559440559439,0.895,"fem",32,68,4,5
"2022-09-16","two","1899-12-31 19:00:00","July","starvation",8,21,53,19.8833333333333,9,26.8522727272727,0.227097902097893,0.84,"fem",32,68,4,5
"2022-09-16","two","1899-12-31 19:00:00","July","starvation",9,24,45,22.75,8,27.5092592592593,0.216608391608383,0.865,"fem",32,68,4,5
"2022-09-16","two","1899-12-31 19:00:00","July","fed",10,61,0,59,5,35.0458333333333,0.192744755244752,0.847,"fem",32,68,4,5
"2022-10-23","two","1899-12-31 19:30:00","July","fed",1,68,36,66.6,7,35.3263888888889,0.20576923076922,NA,NA,33,105,5,0
"2022-10-23","two","1899-12-31 19:30:00","July","fed",2,66,56,64.9333333333333,9,34.9753787878788,0.201223776223773,NA,NA,33,105,5,0
"2022-10-23","two","1899-12-31 19:30:00","July","fed",3,76,39,74.65,2,36.9479166666667,0.191258741258737,NA,NA,33,105,5,0
"2022-10-23","two","1899-12-31 19:30:00","July","fed",4,71,59,69.9833333333333,4,36.0625,0.208391608391597,NA,NA,33,105,5,0
"2022-10-23","two","1899-12-31 19:30:00","July","fed",5,69,45,67.75,5,35.5833333333333,0.206818181818169,NA,NA,33,105,5,0
"2022-10-23","two","1899-12-31 19:30:00","July","fed",6,78,18,76.3,1,37.2708333333333,0.188671328671328,NA,NA,33,105,5,0
"2022-10-23","two","1899-12-31 19:30:00","July","fed",7,74,28,72.4666666666667,3,36.5277777777778,0.208041958041951,NA,NA,33,105,5,0
"2022-10-23","two","1899-12-31 19:30:00","July","fed",8,69,9,67.15,6,35.4434523809524,0.206818181818169,NA,NA,33,105,5,0
"2022-10-23","two","1899-12-31 19:30:00","July","fed",9,68,22,66.3666666666667,8,35.2666666666667,0.20576923076922,NA,NA,33,105,5,0
"2022-10-25","two","1899-12-31 21:00:00","July","fed",1,80,46,78.7666666666667,7,35.4560185185185,0.177797202797195,NA,NA,34,107,5,2
"2022-10-25","two","1899-12-31 21:00:00","July","fed",2,86,11,84.1833333333333,1,36.4583333333333,0.158570596070591,NA,NA,34,107,5,2
"2022-10-25","two","1899-12-31 21:00:00","July","starvation",3,70,6,68.1,10,33.515625,0.205594405594392,NA,NA,34,107,5,2
"2022-10-25","two","1899-12-31 21:00:00","July","starvation",4,82,22,80.3666666666667,3,35.7864583333333,0.167482517482508,NA,NA,34,107,5,2
"2022-10-25","two","1899-12-31 21:00:00","July","fed",5,81,18,79.3,6,35.5744047619048,0.170279720279709,NA,NA,34,107,5,2
"2022-10-25","two","1899-12-31 21:00:00","July","fed",6,81,26,79.4333333333333,5,35.6111111111111,0.170279720279709,NA,NA,34,107,5,2
"2022-10-25","two","1899-12-31 21:00:00","July","starvation",7,81,52,79.8666666666667,4,35.675,0.170279720279709,NA,NA,34,107,5,2
"2022-10-25","two","1899-12-31 21:00:00","July","starvation",8,72,18,70.3,9,33.9337121212121,0.202972027972017,NA,NA,34,107,5,2
"2022-10-25","two","1899-12-31 21:00:00","July","fed",9,83,36,81.6,2,35.9861111111111,0.162937062937054,NA,NA,34,107,5,2
"2022-10-25","two","1899-12-31 21:00:00","July","starvation",10,74,59,72.9833333333333,8,34.462962962963,0.200524475524468,NA,NA,34,107,5,2
"2022-10-26","two","1899-12-31 16:30:00","July","starvation",1,44,0,42,9,31.5229166666667,0.218968531468527,NA,NA,35,108,5,3
"2022-10-26","two","1899-12-31 16:30:00","July","starvation",2,61,54,59.9,4,35.0989583333333,0.177447552447547,NA,NA,35,108,5,3
"2022-10-26","two","1899-12-31 16:30:00","July","fed",3,66,35,64.5833333333333,2,35.9583333333333,0.182692307692306,NA,NA,35,108,5,3
"2022-10-26","two","1899-12-31 16:30:00","July","fed",4,68,4,66.0666666666667,1,36.2083333333333,0.172727272727262,NA,NA,35,108,5,3
"2022-10-26","two","1899-12-31 16:30:00","July","starvation",5,50,24,48.4,8,32.900462962963,0.211363636363624,NA,NA,35,108,5,3
"2022-10-26","two","1899-12-31 16:30:00","July","starvation",6,53,21,51.35,7,33.4884259259259,0.198076923076913,NA,NA,35,108,5,3
"2022-10-26","two","1899-12-31 16:30:00","July","fed",7,63,16,61.2666666666667,3,35.34375,0.17972027972028,NA,NA,35,108,5,3
"2022-10-26","two","1899-12-31 16:30:00","July","fed",8,59,57,57.95,6,34.7232142857143,0.175349650349645,NA,NA,35,108,5,3
"2022-10-26","two","1899-12-31 16:30:00","July","starvation",9,38,55,36.9166666666667,10,30.4128787878788,0.202622377622367,NA,NA,35,108,5,3
"2022-10-26","two","1899-12-31 16:30:00","July","fed",10,60,48,58.8,5,34.8819444444444,0.176573426573422,NA,NA,35,108,5,3
"2022-10-27","two","1899-12-31 18:30:00","July","fed",1,73,5,71.0833333333333,2,36.03125,0.15751748251748,NA,NA,36,109,5,4
"2022-10-27","two","1899-12-31 18:30:00","July","fed",2,69,55,67.9166666666667,5,35.4541666666667,0.170454545454532,NA,NA,36,109,5,4
"2022-10-27","two","1899-12-31 18:30:00","July","starvation",3,26,39,24.65,10,26.5399305555556,0.229195804195797,NA,NA,36,109,5,4
"2022-10-27","two","1899-12-31 18:30:00","July","starvation",4,65,45,63.75,7,34.7083333333333,0.175524475524472,NA,NA,36,109,5,4
"2022-10-27","two","1899-12-31 18:30:00","July","fed",5,72,30,70.5,4,35.9322916666667,0.159265734265728,NA,NA,36,109,5,4
"2022-10-27","two","1899-12-31 18:30:00","July","fed",6,65,14,63.2333333333333,8,34.6157407407407,0.175524475524472,NA,NA,36,109,5,4
"2022-10-27","two","1899-12-31 18:30:00","July","starvation",7,30,37,28.6166666666667,9,27.4659090909091,0.248251748251742,NA,NA,36,109,5,4
"2022-10-27","two","1899-12-31 18:30:00","July","starvation",8,72,41,70.6833333333333,3,35.9583333333333,0.159265734265728,NA,NA,36,109,5,4
"2022-10-27","two","1899-12-31 18:30:00","July","fed",9,67,2,65.0333333333333,6,34.9523809523809,0.176748251748243,NA,NA,36,109,5,4
"2022-10-27","two","1899-12-31 18:30:00","July","fed",10,73,29,71.4833333333333,1,36.125,0.15751748251748,NA,NA,36,109,5,4
"2022-10-28","two","1899-12-31 22:30:00","July","starvation",1,43,50,41.8333333333333,9,31.7854166666667,0.192482517482508,NA,NA,37,110,5,5
"2022-10-28","two","1899-12-31 22:30:00","July","starvation",2,57,56,55.9333333333333,5,34.6493055555556,0.166433566433559,NA,NA,37,110,5,5
"2022-10-28","two","1899-12-31 22:30:00","July","fed",3,61,13,59.2166666666667,2,35.28125,0.166958041958037,NA,NA,37,110,5,5
"2022-10-28","two","1899-12-31 22:30:00","July","fed",4,60,27,58.45,4,35.0833333333333,0.166783216783214,NA,NA,37,110,5,5
"2022-10-28","two","1899-12-31 22:30:00","July","starvation",5,55,59,53.9833333333333,6,34.2767857142857,0.180944055944045,NA,NA,37,110,5,5
"2022-10-28","two","1899-12-31 22:30:00","July","starvation",6,47,3,45.05,8,32.462962962963,0.192657342657334,NA,NA,37,110,5,5
"2022-10-28","two","1899-12-31 22:30:00","July","fed",7,60,55,58.9166666666667,3,35.2013888888889,0.166783216783214,NA,NA,37,110,5,5
"2022-10-28","two","1899-12-31 22:30:00","July","fed",8,62,1,60.0166666666667,1,35.375,0.177097902097902,NA,NA,37,110,5,5
"2022-10-28","two","1899-12-31 22:30:00","July","starvation",9,52,23,50.3833333333333,7,33.5598958333333,0.191608391608377,NA,NA,37,110,5,5
"2022-10-28","two","1899-12-31 22:30:00","July","starvation",10,36,30,34.5,10,30.2784090909091,0.199125874125865,NA,NA,37,110,5,5
