"","run_date","experiment","start_time","culture","diet","tube","minute","second","time","rank","ct_max","ramp_rate","length","sex"
"1",2022-06-20,"pilot",1899-12-31 14:00:00,"July","ad_libitum",1,72,39,70.65,9,34.0854166666667,0.179895104895096,NA,NA
"2",2022-06-20,"pilot",1899-12-31 14:00:00,"July","ad_libitum",2,66,16,64.2666666666667,10,32.9149305555556,0.186538461538454,NA,NA
"3",2022-06-20,"pilot",1899-12-31 14:00:00,"July","ad_libitum",3,75,33,73.55,7,34.6041666666667,0.183391608391603,NA,NA
"4",2022-06-20,"pilot",1899-12-31 14:00:00,"July","ad_libitum",4,77,34,75.5666666666667,5,34.9722222222222,0.176048951048944,NA,NA
"5",2022-06-20,"pilot",1899-12-31 14:00:00,"July","ad_libitum",5,76,50,74.8333333333333,6,34.8273809523809,0.1791958041958,NA,NA
"6",2022-06-20,"pilot",1899-12-31 14:00:00,"July","ad_libitum",6,80,2,78.0333333333333,4,35.4166666666667,0.176748251748243,NA,NA
"7",2022-06-20,"pilot",1899-12-31 14:00:00,"July","ad_libitum",7,90,2,88.0333333333333,1,37.0625,0.161188811188797,NA,NA
"8",2022-06-20,"pilot",1899-12-31 14:00:00,"July","ad_libitum",8,87,30,85.5,2,36.6666666666667,0.16993006993006,NA,NA
"9",2022-06-20,"pilot",1899-12-31 14:00:00,"July","ad_libitum",9,73,34,71.5666666666667,8,34.25,0.183916083916076,NA,NA
"10",2022-06-20,"pilot",1899-12-31 14:00:00,"July","ad_libitum",10,81,32,79.5333333333333,3,35.671875,0.177447552447542,NA,NA
