"","run_date","experiment","start_time","culture","diet","tube","minute","second","time","rank","ct_max","ramp_rate","length","sex"
"1",2022-06-30,"one",1899-12-31 13:50:00,"July","tet",1,76,31,74.5166666666667,3,35.859375,0.197377622377616,0.796,"f"
"2",2022-06-30,"one",1899-12-31 13:50:00,"July","rhod",2,70,50,68.8333333333333,9,34.7270833333333,0.189860139860132,0.82,"f"
"3",2022-06-30,"one",1899-12-31 13:50:00,"July","starved",3,75,53,73.8833333333333,4,35.725,0.202797202797194,0.757,"f"
"4",2022-06-30,"one",1899-12-31 13:50:00,"July","starved",4,63,48,61.8,10,33.390625,0.201048951048947,0.821,"f"
"5",2022-06-30,"one",1899-12-31 13:50:00,"July","rhod",5,73,4,71.0666666666667,8,35.1481481481481,0.190909090909082,0.817,"f"
"6",2022-06-30,"one",1899-12-31 13:50:00,"July","starved",6,80,2,78.0333333333333,2,36.4791666666667,0.179370629370621,0.81,"f"
"7",2022-06-30,"one",1899-12-31 13:50:00,"July","rhod",7,75,21,73.35,5,35.6145833333333,0.202797202797194,0.824,"f"
"8",2022-06-30,"one",1899-12-31 13:50:00,"July","rhod",8,74,53,72.8833333333333,6,35.5148809523809,0.201748251748246,0.817,"f"
"9",2022-06-30,"one",1899-12-31 13:50:00,"July","rhod",9,74,25,72.4166666666667,7,35.4036458333333,0.201748251748246,0.808,"f"
"10",2022-06-30,"one",1899-12-31 13:50:00,"July","starved",10,80,41,78.6833333333333,1,36.5833333333333,0.179370629370621,0.785,"f"
