"","run_date","experiment","start_time","culture","diet","tube","minute","second","time","rank","ct_max","ramp_rate","length","sex"
"1",2022-06-29,"one",1899-12-31 13:45:00,"July","tet",1,76,51,74.85,4,35.4541666666667,0.173951048951046,0.819,"f"
"2",2022-06-29,"one",1899-12-31 13:45:00,"July","starved",2,62,25,60.4166666666667,10,32.7121212121212,0.205594405594404,0.824,"f"
"3",2022-06-29,"one",1899-12-31 13:45:00,"July","tet",3,69,30,67.5,9,34.0625,0.186363636363617,0.844,"f"
"4",2022-06-29,"one",1899-12-31 13:45:00,"July","starved",4,70,57,68.95,8,34.3395833333333,0.17587412587411,0.825,"f"
"5",2022-06-29,"one",1899-12-31 13:45:00,"July","starved",5,73,51,71.85,7,34.8611111111111,0.161013986013981,0.817,"f"
"6",2022-06-29,"one",1899-12-31 13:45:00,"July","starved",6,76,12,74.2,5,35.3159722222222,0.173951048951046,0.842,"f"
"7",2022-06-29,"one",1899-12-31 13:45:00,"July","tet",7,75,16,73.2666666666667,6,35.1458333333333,0.173076923076919,0.859,"f"
"8",2022-06-29,"one",1899-12-31 13:45:00,"July","tet",8,77,59,75.9833333333333,3,35.6666666666667,0.180769230769225,0.811,"f"
"9",2022-06-29,"one",1899-12-31 13:45:00,"July","starved",9,81,9,79.15,1,36.2291666666667,0.182867132867123,0.807,"f"
"10",2022-06-29,"one",1899-12-31 13:45:00,"July","starved",10,78,39,76.65,2,35.8020833333333,0.183216783216776,0.81,"f"
