"","run_date","experiment","start_time","culture","diet","tube","minute","second","time","rank","ct_max","ramp_rate","length","sex"
"1",2022-07-07,"one",1899-12-31 15:30:00,"July","oxy",1,76,0,74,7,35.2890625,0.218749999999997,0.79,"f"
"2",2022-07-07,"one",1899-12-31 15:30:00,"July","oxy",2,72,17,70.2833333333333,10,34.5381944444444,0.193531468531459,0.839,"f"
"3",2022-07-07,"one",1899-12-31 15:30:00,"July","oxy",3,76,57,74.95,5,35.4826388888889,0.215209790209788,0.877,"f"
"4",2022-07-07,"one",1899-12-31 15:30:00,"July","oxy",4,77,25,75.4166666666667,4,35.59375,0.207692307692304,0.791,"f"
"5",2022-07-07,"one",1899-12-31 15:30:00,"July","oxy",5,80,4,78.0666666666667,2,36.1145833333333,0.185839160839152,0.832,"f"
"6",2022-07-07,"one",1899-12-31 15:30:00,"July","oxy",6,75,36,73.6,8,35.2041666666667,0.209615384615382,0.844,"f"
"7",2022-07-07,"one",1899-12-31 15:30:00,"July","oxy",7,76,29,74.4833333333333,6,35.3869047619048,0.215209790209788,0.865,"f"
"8",2022-07-07,"one",1899-12-31 15:30:00,"July","oxy",8,81,22,79.3666666666667,1,36.3958333333333,0.179195804195795,0.83,"f"
"9",2022-07-07,"one",1899-12-31 15:30:00,"July","oxy",9,78,14,76.2333333333333,3,35.7638888888889,0.199300699300695,0.837,"f"
"10",2022-07-07,"one",1899-12-31 15:30:00,"July","oxy",10,74,18,72.3,9,34.9299242424242,0.201923076923072,0.827,"f"
