"","run_date","experiment","start_time","culture","diet","tube","minute","second","time","rank","ct_max","ramp_rate","length","sex"
"1",2022-08-01,"two",1899-12-31 13:35:00,"July","fed",1,80,14,78.2333333333333,6,35.4702380952381,0.18374125874125,0.791,"fem"
"2",2022-08-01,"two",1899-12-31 13:35:00,"July","starvation",2,86,13,84.2166666666667,3,36.5625,0.185664335664328,0.808,"fem"
"3",2022-08-01,"two",1899-12-31 13:35:00,"July","fed",3,82,43,80.7166666666667,5,35.9375,0.183216783216777,0.789,"fem"
"4",2022-08-01,"two",1899-12-31 13:35:00,"July","starvation",4,87,33,85.55,2,36.7916666666667,0.177972027972019,0.8,"fem"
"5",2022-08-01,"two",1899-12-31 13:35:00,"July","starvation",5,88,24,86.4,1,36.9583333333333,0.169230769230757,0.819,"fem"
"6",2022-08-01,"two",1899-12-31 13:35:00,"July","fed",6,59,41,57.6833333333333,10,31.5173611111111,0.204370629370626,0.782,"fem"
"7",2022-08-01,"two",1899-12-31 13:35:00,"July","fed",7,83,51,81.85,4,36.1708333333333,0.190909090909086,0.844,"fem"
"8",2022-08-01,"two",1899-12-31 13:35:00,"July","fed",8,72,56,70.9333333333333,8,34.1145833333333,0.1847902097902,0.772,"fem"
"9",2022-08-01,"two",1899-12-31 13:35:00,"July","starvation",9,77,42,75.7,7,35.0104166666667,0.191958041958035,0.81,"fem"
"10",2022-08-01,"two",1899-12-31 13:35:00,"July","starvation",10,68,42,66.7,9,33.2973484848485,0.191083916083905,0.797,"fem"
