"","run_date","experiment","start_time","culture","diet","tube","minute","second","time","rank","ct_max","ramp_rate","length","sex"
"1",2022-09-16,"two",1899-12-31 19:00:00,"July","starvation",1,60,43,58.7166666666667,6,34.9851190476191,0.197727272727268,0.862,"fem"
"2",2022-09-16,"two",1899-12-31 19:00:00,"July","fed",2,61,15,59.25,4,35.09375,0.193356643356641,0.826,"fem"
"3",2022-09-16,"two",1899-12-31 19:00:00,"July","fed",3,63,3,61.05,1,35.4583333333333,0.179650349650339,0.811,"fem"
"4",2022-09-16,"two",1899-12-31 19:00:00,"July","starvation",4,53,36,51.6,7,33.6365740740741,0.179195804195788,0.87,"fem"
"5",2022-09-16,"two",1899-12-31 19:00:00,"July","starvation",5,19,35,17.5833333333333,10,26.3011363636364,0.227797202797196,0.862,"fem"
"6",2022-09-16,"two",1899-12-31 19:00:00,"July","fed",6,62,41,60.6833333333333,2,35.3888888888889,0.190559440559439,0.874,"fem"
"7",2022-09-16,"two",1899-12-31 19:00:00,"July","fed",7,62,13,60.2166666666667,3,35.2916666666667,0.190559440559439,0.895,"fem"
"8",2022-09-16,"two",1899-12-31 19:00:00,"July","starvation",8,21,53,19.8833333333333,9,26.8522727272727,0.227097902097893,0.84,"fem"
"9",2022-09-16,"two",1899-12-31 19:00:00,"July","starvation",9,24,45,22.75,8,27.5092592592593,0.216608391608383,0.865,"fem"
"10",2022-09-16,"two",1899-12-31 19:00:00,"July","fed",10,61,0,59,5,35.0458333333333,0.192744755244752,0.847,"fem"
